,index,taste,temp,freshness,wait,clean,friend,location,parking,view,overall,pca1,pca2,pca3,fa1,fa2,fa3
174,175,7,8,7,5,5,5,6,7,6,6,-1.9345008904835224,0.9291281317970079,1.1955369328627852,-0.9494717544010518,0.45985537165505624,0.6156603909801022
175,176,7,8,7,3,2,5,9,10,8,7,-1.572962649780898,-4.281078760506373,0.7307312659076305,-0.772026817203662,-2.1187991174003087,0.37632882267232165
176,177,6,6,6,5,5,5,8,9,8,6,0.5646778789384811,-1.6730092646032537,-0.830916354064726,0.2771475439063988,-0.8280122951132484,-0.427890703980201
177,178,6,7,5,5,5,5,7,7,8,6,0.5103606039999014,-0.4018551901748566,0.1478251781224151,0.25048664739465837,-0.19888417546265483,0.07612825800576795
178,179,7,8,8,6,7,5,7,9,7,7,-2.5185145911240174,0.07547932935113805,-1.5501665459329788,-1.2361041993582957,0.03735366356524377,-0.7982986935875104
179,180,7,7,7,4,5,3,7,8,7,6,-1.2390707261284828,-1.4616069381510814,1.5706390001191572,-0.6081521942034126,-0.7233698911006639,0.808841450159635
180,181,8,9,10,6,6,7,7,9,5,7,-4.8965945547504175,1.4503098728885269,-1.3195544546470968,-2.403284198951051,0.7177818764051318,-0.6795512294676606
181,182,6,6,7,5,8,4,8,8,9,7,-0.18451022698447228,-1.0965816105680757,-1.8575416025435307,-0.09055549286406225,-0.5427330742492793,-0.9565752343235603
182,183,3,4,3,6,7,5,7,8,8,5,4.9770801603207255,0.40532044533147404,-1.4998184049861385,2.442799736666491,0.20059692778177124,-0.772360533327012
183,184,8,8,8,5,5,7,7,8,9,7,-2.9159498034285867,-0.787574897745284,-1.6415667524430901,-1.4311755554610408,-0.3897938728835817,-0.8453539695118336
184,185,7,9,9,5,6,5,8,9,6,7,-3.7097347195527144,-0.4717563940449484,-0.6058308025754879,-1.8207611923909786,-0.23348888802413767,-0.3119926826873911
185,186,6,5,6,4,4,3,6,7,7,5,1.0316695874224753,-0.8429455881347434,2.7312034574308646,0.5063436891667299,-0.417171149074913,1.406500958783393
186,187,7,7,7,6,6,6,8,10,7,7,-1.17651524647494,-0.66219695448634,-2.1780394606459326,-0.5774437829476216,-0.32774624148695825,-1.1216316783266507
187,188,7,7,8,6,5,6,5,7,5,6,-2.0503143263345533,2.536787966394792,0.9959231760360647,-1.0063128996690702,1.2555243662092357,0.5128550012354977
188,189,6,7,7,6,6,8,8,8,7,7,-0.771395070144879,1.0615163113188384,-2.508595398391455,-0.37859965350653174,0.5253468989470245,-1.2918653380083087
189,190,7,8,7,5,7,6,9,10,9,7,-1.7157532100331578,-2.0818612667744056,-3.3782175367063068,-0.842102651270543,-1.0303808349061474,-1.7396761700109464
190,191,7,8,9,4,4,5,6,6,6,6,-3.223775115908285,0.7024036572466104,2.38286895269147,-1.5822546181427448,0.3476474084115839,1.2271052078052413
191,192,5,5,6,5,4,5,9,10,9,6,1.7605819157823765,-3.3241046072727545,-1.3635903890566046,0.8641115394860427,-1.6451773997082755,-0.702195060649093
192,193,8,8,8,5,5,4,8,9,8,7,-2.8641401494358,-2.255931396423694,-0.3711633773959091,-1.4057488483640168,-1.1165071429468818,-0.19113547641374562
193,194,6,7,5,6,6,7,7,7,6,6,0.42616638918278776,2.0862697601814633,-0.9471429862987488,0.2091662402382065,1.0325301716245512,-0.48776592032690197
194,195,7,8,7,4,5,3,8,9,8,7,-1.7396990940693722,-2.8741777722066986,0.5276193537626793,-0.8538615773760632,-1.422487728147059,0.2717211770525148
195,196,5,4,6,5,6,3,4,4,3,5,1.7657673186909466,4.494000890073487,4.568671451087866,0.8666489910578039,2.224204709979745,2.3527130940985037
196,197,7,7,8,4,4,3,7,7,7,6,-1.886138522284957,-1.3829397393068623,2.387036622346025,-0.9257368683629085,-0.6844313415918875,1.2292587852345949
197,198,6,9,6,6,8,7,8,8,9,7,-1.3316603040796582,0.2506896448765271,-3.7796743128260637,-0.653579450034386,0.12404850958537589,-1.94642760584558
198,199,6,6,6,5,6,4,7,9,6,6,0.44988618293111066,-0.2572416113540231,0.2684572442934791,0.22080578250697336,-0.12731125143677058,0.13824837814060043
199,200,5,4,6,5,5,4,7,9,8,6,2.1930967467675098,-1.5660118796423663,-0.008165406669983912,1.0763896091617475,-0.7750459665880273,-0.004193248581358578
200,201,6,8,7,4,5,4,7,8,7,6,-1.36092866435746,-1.0814269824534486,1.0506166869102342,-0.6679517640797058,-0.5352149469208165,0.5410446806807393
201,202,4,5,5,4,5,5,6,7,6,5,2.568517731957711,0.914065983422608,1.6338833565978952,1.2606540113633606,0.4523977379592123,0.8414097262214041
202,203,4,4,5,3,3,5,7,7,7,5,3.291274560795134,-0.9530129444073245,2.3176077655311627,1.6153854010617121,-0.471660314835943,1.1935198406430931
203,204,5,5,5,7,8,6,8,8,7,6,2.120274853550964,1.438148408980812,-2.81241522244725,1.0406535658079346,0.7117524143708431,-1.4483288873096778
204,205,6,5,5,6,7,5,7,5,8,6,1.5672409949309742,1.5890889988594175,-0.5067483808293113,0.7692103011661744,0.7864697038946664,-0.2609731865778546
205,206,5,5,7,6,8,5,8,8,6,6,0.8107007268670336,1.2566966747476618,-1.5563574738142782,0.39790736178434827,0.6219515625260148,-0.8014934281074476
206,207,6,6,6,5,5,3,7,7,7,6,0.43944507537208355,-0.6252084450300524,1.5500146333804756,0.21567934853744253,-0.30941687158270326,0.7982111987150992
207,208,7,9,8,6,7,6,6,8,5,7,-3.2327976341858506,2.3283903161370136,-0.6431006494419351,-1.5866785600112414,1.1523696766718585,-0.33119644552098654
208,209,7,8,7,5,7,5,8,7,8,7,-1.8757230407139485,-0.1886471951391005,-1.1610864136428583,-0.9206193547728945,-0.09337713473480026,-0.5979301940456683
209,210,6,8,5,5,5,4,7,8,8,6,-0.0500225315747974,-1.2893443633605934,0.2992532657016078,-0.024552648762129734,-0.6381163568720182,0.1541123513723795
210,211,7,8,7,5,6,4,6,6,7,6,-1.9749326747223983,0.8162433862834122,1.159083325424196,-0.9693158404592753,0.4039870651406192,0.5968878965247042
211,212,6,6,8,4,3,3,7,7,7,6,-0.7847262801892634,-1.6635401690443792,2.8850104569080646,-0.3851512939007969,-0.8233025139090809,1.4857028683094136
212,213,6,6,7,5,6,5,5,6,5,6,-0.39585597814244855,2.77222476119935,1.7594138802983093,-0.1942900456943867,1.3720453648605253,0.906036635295993
213,214,7,8,6,3,3,2,7,8,7,6,-1.1209483663144844,-2.8659422218229325,3.4371226969401967,-0.5501806242854244,-1.4183942966980485,1.7700361883501492
214,215,7,9,8,5,6,4,6,6,5,6,-3.2620916204516717,1.8225993992987704,1.9206247033924764,-1.6010597944360774,0.9020548068768207,0.9890496822995684
215,216,5,5,4,5,6,4,6,6,5,5,2.6490199873766627,2.143931909297118,2.0164198228675687,1.3001565212769748,1.0610868046472701,1.0383890993976295
216,217,7,7,7,6,7,6,9,9,10,7,-1.1338531835541998,-1.8352862407070454,-3.8024249331842235,-0.5565027320704683,-0.9083439274397392,-1.9581373108358737
217,218,6,6,6,4,5,3,8,9,8,6,0.5704960858562266,-2.735325342742993,0.5624618059430037,0.2800008786963228,-1.353767530359696,0.2896669615796322
218,219,5,5,5,5,6,4,7,9,6,6,2.1649612001676175,-0.1604651030139509,0.2909279196712435,1.0625804342891763,-0.079414958417969,0.14982232930430794
219,220,7,7,7,5,6,3,6,6,6,6,-1.4018195854603805,1.0040730721039801,2.069633560815132,-0.6880303488263415,0.4969524319144627,1.0657916313620779
220,221,5,6,5,3,4,1,8,10,8,5,1.7613720171848029,-4.554548083130222,2.113602668224842,0.8644932822817203,-2.2541280564388093,1.0884735977089381
221,222,6,7,6,6,7,5,8,8,8,7,-0.13039719718206086,-0.26433697586168803,-1.8634997064667251,-0.06399661835322985,-0.13083614490638323,-0.9596548518179021
222,223,6,8,6,4,6,5,7,8,7,6,-0.7485978953153793,-0.3146809292355643,0.07041920030161378,-0.367415598053605,-0.15574521978879083,0.03627141887575811
223,224,8,8,6,5,5,4,8,9,5,7,-1.6434361400360844,-0.6069351058410678,0.8353992312106279,-0.8066231166494555,-0.3003843693472219,0.43019868637036146
224,225,6,6,7,4,6,4,7,9,8,6,-0.145642087285564,-1.6328790444230996,-0.14757662043276634,-0.07148195917274429,-0.8081452117916439,-0.07598168326940748
225,226,6,6,7,7,8,6,8,8,6,7,-0.26349986719991814,1.8546809549425014,-2.454456874218205,-0.12932201170964835,0.9179040440554923,-1.2639979909152048
226,227,6,7,5,5,7,5,6,6,6,6,0.32913403203038316,2.2148888276785987,0.5948406453573707,0.16153975339778917,1.0961968090927587,0.306317357463524
227,228,5,5,5,4,4,2,7,9,9,5,2.3041923433582925,-3.5392760457496215,1.480970219669873,1.1309126898609163,-1.7516446935446206,0.7626817919899082
228,229,7,8,8,5,6,5,7,7,7,7,-2.5504725895873035,0.3484266427934854,0.0041701520527419374,-1.251791256371113,0.1724433173622664,0.0021411744453039352
229,230,7,7,7,6,7,6,6,6,5,6,-1.46400672685042,3.3464442577633653,0.07648693780559193,-0.7185484433255441,1.656225316996387,0.039365551555444155
230,231,7,7,7,4,5,6,7,7,8,6,-1.2531326859145342,-0.3725783356456172,0.00396634972468216,-0.6150513009735483,-0.1844008146691135,0.002050492061779241
231,232,7,8,6,4,5,3,10,10,10,7,-0.9387599016000602,-5.13730963561339,-1.179726814745342,-0.4607546301962635,-2.5425737767600936,-0.6075045752491439
232,233,5,4,6,4,4,3,6,8,4,5,2.064771763108655,0.3813415972597419,3.5801769557009084,1.013402564150479,0.18875449940519198,1.8436900975016195
233,234,7,7,7,6,6,6,6,8,6,7,-1.3421597564455376,1.5436699915403975,-0.5102278527021281,-0.6587454012314464,0.763997899267397,-0.2627635704193235
234,235,5,6,5,4,4,4,7,7,8,5,1.616259046914608,-1.3554025829118175,1.5344828452678383,0.7932726453527038,-0.6708083212302661,0.790226876746549
235,236,7,8,7,5,4,4,8,8,7,7,-1.769231546582098,-1.5656269049903373,0.8618723821274159,-0.8683561971985926,-0.7748566802886915,0.4438366720635185
236,237,4,5,3,4,6,5,7,7,8,5,3.911966984345441,-0.13631690881173958,0.08819776729548565,1.9200268386969597,-0.0674706368413051,0.045433510172251425
237,238,7,9,6,5,6,5,7,8,8,7,-1.7981274037577921,-0.6411886440182496,-0.7164700038419987,-0.8825368363023719,-0.3173387238566559,-0.3689587856182224
238,239,7,7,7,6,8,5,5,4,8,6,-1.5289130672600781,2.9986857856700637,-0.10977119357117351,-0.7504052786475814,1.484119771355847,-0.05654481789652462
239,240,5,5,5,5,6,5,7,7,7,6,2.1201582315633707,0.6058694061327314,0.07453838716805228,1.040591553267616,0.29985560926629257,0.038384834158041906
240,241,5,6,5,6,6,6,9,10,8,7,1.7196013990415242,-1.4251706349400037,-2.835223293204289,0.844000540604729,-0.7053654776509785,-1.4600568459425067
241,242,6,8,6,4,5,3,7,7,9,6,-0.7009628962342066,-2.063183894810927,1.1222923226063317,-0.3440382999385014,-1.0211028403768379,0.5779613946001845
242,243,5,7,5,6,5,7,7,9,7,6,1.0226075901465173,0.31638225563946637,-1.5368139857884862,0.5019104280401842,0.15657934104794016,-0.791416848523285
243,244,7,9,5,5,6,5,8,9,7,7,-1.104953144072635,-0.9196239717403053,-0.9470945035106324,-0.5423231613031787,-0.45514940743400367,-0.4877257581798323
244,245,7,8,7,4,5,4,7,7,6,6,-1.8922669954577742,-0.12314672737538133,1.7879514900988756,-0.92874373057823,-0.06094179542711101,0.9207424616462975
245,246,4,5,3,4,6,4,7,7,8,5,3.913298990444174,-0.5256860239520348,0.5928920947198312,1.9206797499909498,-0.26017289863733534,0.3053366400661218
246,247,8,8,8,4,5,5,5,6,4,6,-3.1691324245846664,2.496467489490634,2.9935595401645685,-1.5554447347599003,1.235569927829575,1.541586890275701
247,248,7,8,7,6,6,4,6,6,6,6,-2.0014259489684854,1.6349441139797907,1.1685779514291883,-0.9823185766124582,0.8091815005963187,0.6017652623327052
248,249,5,6,6,5,6,6,8,9,8,6,1.0062422545508407,-0.8951902752398667,-1.8271251572125855,0.49387915385623954,-0.44306178192670564,-0.9409096960287107
249,250,4,5,5,5,5,5,8,8,9,6,2.744281185243982,-1.622424737497632,-0.8639915557904174,1.3469229685083173,-0.8029771238986086,-0.4449201274543536
250,251,6,6,6,6,6,6,7,8,8,6,0.45734111404931804,0.1908728440330647,-1.57099471499972,0.22446729878012373,0.09446255105182444,-0.809019627415571
251,252,5,6,4,5,6,6,7,7,6,6,2.1457276072383076,1.5100993055220917,-0.03598847833760046,1.0531413155163434,0.7473734911929352,-0.01853743349723167
252,253,5,5,5,3,4,4,5,5,5,5,2.0022107353017686,1.6792081960538643,4.385623997501304,0.9826958956585262,0.831096460240888,2.2584757669495654
253,254,5,5,5,4,5,6,10,10,9,6,2.413814573751473,-3.220264298086964,-2.2560676458534803,1.1847228180409748,-1.593802577862387,-1.1617893816817495
254,255,6,7,6,6,8,4,8,8,7,7,-0.18410211945688953,0.23697990137736744,-1.4538795146198449,-0.09035555547452777,0.11727698133703249,-0.7487170062769619
255,256,8,9,9,4,4,5,8,7,8,7,-4.13791094067548,-1.6575047145001525,0.6530521088056845,-2.0309223227451487,-0.820334933220252,0.3363055043398754
256,257,6,6,6,4,3,5,7,7,7,6,0.5033309555904077,-0.8411742876928523,1.9017320171738166,0.2470342870795026,-0.4163063881212975,0.9793444565654986
257,258,6,6,8,5,6,5,5,5,4,6,-1.097960702672484,3.7415779524229196,2.4807373669477113,-0.538886568269171,1.8517993024087478,1.2774886860180223
258,259,6,8,6,6,7,6,5,5,6,6,-0.9869856706886854,3.659318077113695,0.3178936668040917,-0.4844173733387605,1.8110802851532746,0.16368673257585503
259,260,5,6,4,4,6,5,5,5,6,5,2.0079083776125293,2.5078964087121554,2.127022831025557,0.9854953446796917,1.2412209346955607,1.0953564384959646
260,261,7,7,7,4,7,4,8,9,8,7,-1.2093066351745223,-1.731606510858528,-0.9418197303420994,-0.593539933307968,-0.8570182331061998,-0.4849982313439935
261,262,6,7,5,5,6,2,7,6,6,6,0.40257559338107074,0.3118904735426467,2.30121261902461,0.19758271207069686,0.1543741658347844,1.1850483380783912
262,263,7,7,7,6,7,6,8,8,6,7,-1.2983622168798223,1.1405773117366278,-1.5913246701382124,-0.6372468250417194,0.5644811762420313,-0.8195025563518827
263,264,6,6,5,5,8,5,6,8,4,6,0.9126882288514278,2.770685347175196,0.22383349166131092,0.4479516790002537,1.3712677960125348,0.1152582717263992
264,265,8,10,8,5,6,6,8,10,10,8,-4.00865915579193,-2.7320717924445166,-3.0217165779618718,-1.9674808592545288,-1.3521722271012067,-1.5560842051853663
265,266,5,6,5,5,7,5,7,8,7,6,1.5267452410421845,0.46331246062941084,-0.7672861194185973,0.749342721352789,0.2292973538910932,-0.39512825830224096
266,267,6,8,6,6,7,5,7,8,8,7,-0.7632650540778877,0.07291499918762402,-1.5796022079219914,-0.37461202297030094,0.03608414395680507,-0.8134542201815442
267,268,7,9,8,4,5,4,7,8,6,6,-3.099342761119774,-0.6430806109562911,1.421630142696501,-1.5211816398131488,-0.3182675161383058,0.7320995010971254
268,269,6,7,7,5,5,5,6,6,6,6,-0.898191518251244,1.4601349515234205,1.5458469637259207,-0.44083840124239365,0.722661878420768,0.7960576212857456
269,270,8,10,10,4,6,4,7,9,7,7,-5.434732150651138,-1.397274849048749,0.16316749881339446,-2.667407797052897,-0.6915376846629193,0.08403159523453826
270,271,7,8,7,6,7,6,7,7,8,7,-1.9179569357396962,0.8636276640332886,-1.7535009708789484,-0.9413473785957159,0.42742003234736686,-0.9030122647118634
271,272,4,4,3,6,8,5,7,7,6,5,4.390704900846849,2.2542866927888925,-0.8575577373749625,2.1549959217526786,1.1156854673149228,-0.44162803671438416
272,273,7,7,7,5,5,3,8,9,8,7,-1.1477331261005608,-2.5485240032239167,0.15600162540620063,-0.5633212852878235,-1.2613131117241103,0.08034160464383219
273,274,8,9,8,5,6,5,7,8,7,7,-3.586781961819582,-0.1825801769329271,-0.34613987881039343,-1.7604246095297713,-0.09036318940344543,-0.1782560558603394
274,275,7,9,8,3,3,2,7,8,7,6,-3.0067897769807126,-2.951645794017502,3.398640705023193,-1.4757598321438878,-1.4608098036623332,1.750216506942913
275,276,4,6,3,5,5,6,7,8,7,5,3.354124411174945,0.21806976343737147,-0.2717099072275233,1.6462356082630563,0.10792447655895764,-0.13991723450785262
276,277,4,5,3,4,3,3,7,8,7,5,4.019790484576023,-1.9026657338032715,2.615850890490105,1.9729429075652507,-0.9416524441912262,1.3471035061753087
277,278,5,4,4,5,6,7,9,10,8,6,3.5570245370298244,-1.2134136998761222,-2.918129454307254,1.745816451877189,-0.6005703168743509,-1.5027409793155517
278,279,6,7,5,4,5,4,8,8,6,6,0.5393213609896964,-0.8399284265945944,1.1863135346439748,0.26469982015440563,-0.41569990978696936,0.6109206686683011
279,280,6,7,7,6,8,4,6,7,6,6,-0.9617022324003949,1.9649888849468282,-0.14001747727585503,-0.472007278703088,0.9725193061487545,-0.07212002555539708
280,281,5,6,4,6,5,7,8,8,7,6,2.267431050015252,0.45698824304743096,-1.4667619137334054,1.1128759376019906,0.2261608681273852,-0.7553463529738806
281,282,6,4,6,5,5,4,6,6,7,6,1.557200679429139,0.6836845454522631,1.7072275979511369,0.7642788486575258,0.3383834082269713,0.8791714037116651
282,283,3,3,4,5,4,5,7,9,8,5,5.058492461300453,-1.3807287814876807,0.008268106600135747,2.4827548216060285,-0.6833466877610891,0.00427374642180006
283,284,4,5,5,5,5,5,6,6,5,5,2.5086194366959633,2.188810848040795,1.9842724456454806,1.2312556783707729,1.0832981882596837,1.0218342951932542
284,285,6,7,6,5,7,3,5,7,4,6,-0.3645834120034077,2.4078662907881365,2.3335172672816036,-0.17894257718833262,1.191722110792439,1.2016824982254575
285,286,7,8,7,5,5,4,7,8,8,7,-1.8153380101107808,-1.365858776112501,0.2760992595691818,-0.8909851980382898,-0.67598454622012,0.1421863095501687
286,287,8,9,8,4,5,4,6,6,6,6,-3.6784947279166778,0.6154487973793001,2.402644553110998,-1.805441579526726,0.3046121200306089,1.2372881786462064
287,288,6,7,8,5,6,4,6,7,5,6,-1.5638520434989807,1.4835938663051993,1.6015175849729864,-0.767547443308427,0.7342731887215502,0.8247243396409237
288,289,6,8,8,5,6,4,7,9,7,6,-2.0077363108984025,-0.9201439845094559,-0.17588065559011548,-0.9854060056904334,-0.4553943869709288,-0.09057190821013913
289,290,6,7,6,5,5,6,7,8,7,6,-0.12626608459754574,0.04477884234539184,-0.31733458873771364,-0.061971592795306917,0.022159994192054295,-0.16341722749377086
290,291,6,8,8,5,5,6,5,5,6,6,-2.2111570262500324,2.620986353099368,1.6528894903316802,-1.0852480157769995,1.297194642826897,0.8511784021701692
291,292,3,3,4,4,5,4,8,8,6,5,4.988945327411172,-0.5511506315216806,1.2399871224653845,2.448620176222917,-0.27277872815772614,0.6385665074790075
292,293,6,6,4,5,5,4,7,8,8,6,1.7855784177919545,-1.183378695577859,0.3370519268639496,0.8763686616023768,-0.5856727462370339,0.17357994212111233
293,294,5,4,6,5,5,5,7,7,8,6,2.124954698637456,-0.2645544906584543,0.16892919199085607,1.0429455041889477,-0.13093167510245352,0.08699802785246899
294,295,5,5,5,5,7,4,8,10,7,6,2.2277551460680654,-1.1753969034038134,-1.2282782166241708,1.0934022309426599,-0.581737226457669,-0.6325201663724261
295,296,7,8,8,5,5,6,8,9,8,7,-2.3922099310744187,-1.4443064044621323,-1.3835082412266175,-1.1741135252441177,-0.7148260322024428,-0.7124635424231018
296,297,4,5,3,6,6,5,8,8,8,6,3.9768113101272764,-0.4045332461881962,-1.3169449814124783,1.9518550114593651,-0.2002194220090522,-0.6781889695355502
297,298,5,7,4,5,5,5,6,7,7,6,1.5692286848147747,0.5672961730517577,0.8476774832089444,0.7701906706085507,0.28077613022064735,0.43653161238592686
298,299,7,8,7,5,6,6,7,8,6,7,-1.8963780302076143,0.8386883263846704,-0.4348793996929434,-0.9307580929927983,0.41507908921269865,-0.22395646301040864
299,300,6,7,7,6,7,7,6,7,7,6,-0.9106613223230315,2.2424102379883633,-1.5590263239714257,-0.44695416416977074,1.1098107034973994,-0.8028641308840776
300,301,6,8,7,5,5,3,8,9,10,7,-1.221580899179192,-3.627958922341039,-0.6462946227064391,-0.5995574959676476,-1.7955478769429178,-0.3328095781013804
301,302,5,5,4,5,6,4,6,7,6,5,2.70576408791813,1.1527648925380796,1.2820412286609444,1.328007342067619,0.5705370660011859,0.6602131246536865
302,303,5,5,7,7,8,7,8,9,7,7,0.8616266204907553,1.3278457361283627,-3.6841142280286316,0.42290484778506854,0.6571570591263785,-1.8972270684112231
303,304,6,7,4,5,4,3,6,8,8,6,1.1857404158426148,-1.5910589482109627,1.6142020195745257,0.5819627927433445,-0.7874263834080096,0.8312777595843646
304,305,6,7,8,5,5,5,5,7,6,6,-1.547894815430887,1.3616048852390892,1.4881666684734003,-0.7597161065140169,0.6739042561098844,0.7663589590997514
305,306,6,8,6,5,5,6,6,7,6,6,-0.8158780420348399,1.3731978341537423,0.7009415040136442,-0.4004378182030223,0.6796300217013267,0.36095937888652957
306,307,7,7,8,3,5,4,9,9,10,7,-1.7036915134889525,-4.197698065184792,-0.6770063369326456,-0.8361868257327,-2.0775397155690905,-0.34861264588772134
307,308,5,6,7,4,4,4,6,7,7,5,0.2644510252049296,-0.48457945797257856,2.1981260366647204,0.12979841750629603,-0.23981200599292712,1.1319802652825843
308,309,4,4,5,4,4,5,6,8,4,5,3.1820626054586043,1.2147804147567716,2.5808871994274214,1.5617835890545175,0.6012314112474926,1.3290859555141763
309,310,5,6,5,4,6,4,8,8,7,6,1.6006769849156872,-0.9445255110850993,0.31368670455898967,0.7856273696396595,-0.4674714774292078,0.1615478682969781
310,311,5,7,7,6,7,7,6,7,6,6,-0.4594061712899911,2.8104198795065636,-1.1684984017894122,-0.22546824241313043,1.39093101445109,-0.6017571655255997
311,312,5,4,6,5,8,5,8,8,9,6,2.1243529468423947,-0.568360065964075,-2.3273934777875516,1.042654051914334,-0.28131061466588597,-1.1985325796903132
312,313,7,7,7,4,5,3,6,8,6,6,-1.3001574998610244,-0.5471561621409063,2.260392406630482,-0.63813501848154,-0.27078197366760176,1.1640426867394962
313,314,7,7,7,6,7,6,8,9,9,7,-1.1949399572867416,-0.9208354646968703,-3.112671526672899,-0.5864855563485958,-0.4557560100066772,-1.6029360742560128
314,315,6,7,6,7,9,6,6,5,5,6,-0.4440067857344546,4.851893054845003,-0.9336257392186429,-0.2179179538029697,2.401297760222053,-0.48082464511854955
315,316,6,6,5,4,3,3,5,4,5,5,0.9289669812643763,1.598935270347801,5.326365981730158,0.45593337237715414,0.791378768784943,2.742918723026422
316,317,4,4,4,5,6,4,7,7,7,5,3.836565254898611,0.31327679933250857,0.601703389970162,1.88301911634381,0.15504964048906394,0.30986191521561973
317,318,7,8,6,6,8,6,6,7,6,7,-1.388720013857231,2.6905782579582826,-1.145766592387867,-0.6815963495049916,1.3316191389177365,-0.5900523884630191
318,319,6,7,8,3,4,4,7,7,7,6,-1.4097221031045621,-1.2442617103447449,2.2633755910987006,-0.6919011217470755,-0.6158032042978658,1.1655852548912013
319,320,6,7,8,4,5,5,7,8,8,6,-1.3891620522298624,-1.2069186515622183,0.15175489756719582,-0.6818073489164136,-0.5973283052553986,0.07816068854827207
320,321,7,7,7,6,6,5,7,8,8,7,-1.2564018970884567,-0.2952727794473028,-1.088771062953139,-0.6166544417080891,-0.1461360037630074,-0.5606904486854083
321,322,6,8,5,6,7,7,6,7,6,6,-0.23839931656079377,2.779084847772896,-1.1518037544955113,-0.11700578884291328,1.375422124725873,-0.5931593446235678
322,323,7,9,7,5,4,5,7,7,7,7,-2.436836430592318,-0.3829616778789215,0.9819700162903968,-1.1960201099490588,-0.189528114784701,0.5056813769698549
323,324,7,8,7,5,5,6,8,8,9,7,-1.7569152485757045,-1.5015713218420854,-1.4230428017908343,-0.8623081963481428,-0.7431679400611216,-0.7328211868174335
324,325,4,4,3,4,5,5,6,6,6,5,4.420954121608279,1.4558136925389862,2.013259811557491,2.169837622382419,0.7205192597682686,1.036776610792489
325,326,6,7,5,5,6,5,5,6,7,6,0.3464232661972094,1.7035307314721935,0.98618405628213,0.1700240014861895,0.8431256146850625,0.5078551068162219
326,327,8,9,8,5,7,5,6,8,7,7,-3.6562275048740718,0.5523108317821391,-0.5384288702045963,-1.7945088343207083,0.2733526684664381,-0.2772776467935956
327,328,5,5,5,4,4,4,8,8,8,6,2.2825319248260953,-2.148698694882938,0.9096908836805121,1.1202836468091797,-1.063434624938226,0.46847904194634227
328,329,5,6,6,3,3,4,7,9,6,5,1.025882349473782,-1.8581998830177124,2.499154845854029,0.5035118260108862,-0.9196510803075678,1.2870115512622415
329,330,6,7,7,5,6,5,8,9,8,7,-0.7075007565869337,-1.3813358987202342,-1.3449015051660043,-0.34724258663197316,-0.6836603367415376,-0.6925805172985479
330,331,3,5,2,4,4,5,8,10,7,5,5.209941214316276,-2.005079973780683,0.14994466604264226,2.5570861020109397,-0.9923600914320853,0.07723843692737582
331,332,5,6,4,6,7,7,7,8,7,6,2.1662876581130077,1.5474423643046182,-2.147609171869105,1.0632350883470052,0.7658483902354024,-1.1059619998401609
332,333,4,6,4,5,4,5,6,7,6,5,2.6473018473846617,0.8218186231514707,1.739135448935015,1.2993210211194228,0.40674868170476586,0.8956044670408388
333,334,5,6,7,6,7,7,8,8,6,6,0.24461440082823124,1.637795871362498,-2.089559638724033,0.1200703593702333,0.8105605171113801,-1.0760774653255745
334,335,6,7,4,4,5,6,7,8,6,6,1.1442702785740644,0.33995152539440954,0.48624926269979946,0.561612099023677,0.16824460853470247,0.25041079790224136
335,336,5,5,5,6,7,4,7,8,8,6,2.143382294635536,-0.1355257653653325,-1.0276936515147614,1.0519911486862588,-0.0670740152833007,-0.5292334723971467
336,337,5,5,5,7,8,9,9,10,9,7,2.2675147305444354,0.24459382471067592,-6.091524668480828,1.11292407383414,0.12101552883501615,-3.1369626914789412
337,338,7,7,7,4,6,5,7,8,8,6,-1.250093507647896,-0.8624284751656,-0.3207920526350617,-0.6135594173042023,-0.4268374270717818,-0.16518763714122328
338,339,8,8,8,3,4,2,8,9,8,7,-2.82346989895002,-3.9573884349647024,1.894762554512356,-1.3857913769081007,-1.9585847540858505,0.975767650851204
339,340,7,8,8,3,4,4,8,9,7,6,-2.374878760114445,-2.6106405631659113,1.2759018218456788,-1.1656112777394414,-1.292059919540099,0.6570683564219414
340,341,6,8,5,5,6,4,6,8,5,6,-0.18948531320670714,1.0509152848661623,1.2874166677994987,-0.09300254540678507,0.5201306724018019,0.6629770751794042
341,342,6,6,6,5,6,5,8,9,9,6,0.5563191096165331,-1.8525690318983628,-1.7129587519702538,0.2730461433935896,-0.9168843546764269,-0.8821135314933185
342,343,7,9,7,7,8,9,6,6,5,7,-2.6930951140928365,5.069540721338254,-2.3348873699731,-1.3217869224538736,2.5090066687398753,-1.202432966558103
343,344,7,8,7,4,6,4,8,9,8,7,-1.7727289490158595,-2.129245544524282,-0.4656332404031629,-0.8700711131341025,-1.0538138021128947,-0.23977600877437952
344,345,6,6,5,5,5,6,7,7,5,6,1.0341315220128404,1.6349584856007615,0.8359550209927231,0.5075558685371326,0.8091731625058736,0.43048327621558813
345,346,9,10,10,6,7,5,8,9,8,8,-5.8875778518644895,-1.0325244633391817,-2.2848613031998326,-2.889670678644574,-0.5110268399054214,-1.1766478324947869
346,347,8,9,10,6,6,6,7,8,8,7,-4.858650331089925,-0.0883837448416495,-1.6544180576722523,-2.384661212642747,-0.04374554195006331,-0.851987211150222
347,348,7,9,7,5,6,6,6,6,6,6,-2.5960559291347627,2.0880285752775993,0.5308070249369758,-1.274164691288679,1.0334114077654306,0.27333857495364705
