SubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice,index
20,80,10000,5,5,2002,1441,1392,0,0,1392,1,2002,3,650,2007,215000,613
60,75,9675,7,5,2005,1113,1113,858,0,1971,1,2005,2,689,2009,253000,614
50,60,5790,3,6,1915,840,840,765,0,1605,0,1915,1,379,2010,107400,616
50,60,9900,6,7,1940,778,944,545,0,1489,1,1940,1,240,2009,139500,617
60,60,7023,5,5,2005,734,734,674,0,1408,0,2005,2,489,2007,171500,618
90,110,8472,5,5,1963,816,816,0,0,816,0,1963,2,516,2010,110000,620
20,60,10950,6,6,1952,948,948,0,0,948,0,1952,2,410,2007,125000,621
50,63,5000,5,4,1900,540,889,551,0,1440,0,1940,1,352,2006,79000,622
80,72,7200,6,6,1976,1041,1125,0,0,1125,1,1977,1,352,2009,125000,623
20,93,11160,7,5,1968,2110,2110,0,0,2110,2,1968,2,522,2010,244000,625
60,96,12474,10,5,2007,1682,1742,590,0,2332,1,2008,3,846,2008,426000,626
20,76,8314,5,7,1982,816,816,0,0,816,0,1982,1,264,2007,124500,627
60,82,9044,8,5,1996,1325,1335,1203,0,2538,1,1996,3,933,2007,330000,628
60,70,7000,7,5,2003,926,1016,868,0,1884,1,2003,2,581,2009,240900,629
60,87,12361,6,7,1993,946,964,838,0,1802,1,2000,4,1017,2010,218000,631
50,78,11344,5,5,1958,874,874,650,0,1524,0,1958,1,315,2007,144000,632
20,114,10357,7,5,1990,910,1442,0,0,1442,1,1990,2,719,2007,179900,636
20,60,9000,4,6,1971,864,864,0,0,864,0,1974,2,528,2007,120500,638
20,86,8665,5,5,1968,876,897,0,0,897,0,1968,1,264,2007,115000,639
75,90,22950,10,9,1892,1107,1518,1518,572,3608,2,1993,3,840,2006,475000,644
85,66,6760,5,5,1962,896,936,0,0,936,1,1962,1,288,2007,130000,646
30,67,8777,3,6,1945,0,640,0,0,640,0,1945,1,240,2010,84900,647
85,74,8740,5,6,1982,840,860,0,0,860,0,1996,2,528,2009,137000,654
190,75,11235,5,5,1963,925,999,0,0,999,0,1963,1,308,2007,130000,657
20,70,8400,5,5,1955,923,925,0,0,925,2,1955,1,390,2007,116900,659
20,60,7200,5,7,1952,732,732,0,0,732,0,1952,1,240,2009,118900,661
50,70,8737,6,7,1923,1065,915,720,0,1635,1,1950,2,440,2007,210000,662
20,75,8700,5,7,1961,920,888,0,0,888,0,1961,1,240,2007,120000,665
20,60,7200,5,7,1955,0,827,0,0,827,1,1967,1,392,2010,107500,666
20,65,9757,5,7,1994,990,990,0,0,990,0,1995,1,440,2009,143000,667
120,80,10307,7,5,2007,1350,1358,0,0,1358,1,2008,2,484,2009,212500,668
20,60,7200,4,8,1972,385,875,0,0,875,0,1975,2,728,2007,117000,669
80,85,13825,5,6,1958,533,1021,580,0,1601,0,1958,1,300,2008,140000,670
60,60,15384,7,5,2004,788,788,702,0,1490,1,2004,2,388,2008,184000,672
50,50,6000,6,7,1939,608,608,524,0,1132,0,1939,1,240,2010,134000,673
20,68,9571,5,6,1956,1144,1144,0,0,1144,0,1956,1,596,2010,129000,674
20,72,11846,9,5,2003,1792,1792,0,0,1792,1,2003,3,874,2006,374000,675
160,24,2308,6,5,1976,804,804,744,0,1548,1,1976,2,440,2009,146000,678
90,87,9246,5,5,1973,1656,1656,0,0,1656,0,1973,2,506,2008,135000,681
160,21,1680,6,3,1971,483,483,504,0,987,0,1971,1,264,2008,89500,683
160,24,2544,7,5,2005,600,520,623,80,1223,0,2005,2,480,2006,147400,684
60,65,10237,6,5,2005,768,768,768,0,1536,1,2005,2,400,2007,176000,686
20,80,8546,4,5,2003,1121,1121,0,0,1121,0,2003,2,440,2010,140000,687
50,60,8064,6,7,1948,864,1064,0,431,1495,0,1994,2,576,2009,135000,688
85,64,12102,5,5,1976,456,1033,0,0,1033,0,1976,2,504,2008,165000,689
60,70,8400,6,6,1980,650,888,676,0,1564,1,1980,2,476,2010,171000,694
60,85,10625,6,5,2004,1158,1158,1285,0,2443,1,2004,3,744,2007,265000,696
20,90,12378,9,5,2003,1896,1944,0,0,1944,3,2003,3,708,2006,360000,698
50,98,8820,5,6,1890,1088,1188,561,120,1869,0,1963,2,456,2009,124900,699
70,60,3600,6,7,1910,684,684,684,0,1368,0,1930,1,216,2006,114504,700
20,39,16300,5,4,1977,876,907,0,0,907,0,1977,1,308,2007,130000,704
50,51,6821,6,7,1921,651,759,539,0,1298,1,1994,1,240,2007,146500,706
30,60,8520,6,8,1928,624,720,0,0,720,0,2005,2,484,2010,105900,707
50,51,6120,4,7,1935,884,989,584,0,1573,0,1935,1,240,2009,133000,710
20,70,8050,5,6,1967,949,1107,0,0,1107,0,1967,1,308,2007,127000,711
50,50,7550,4,5,1920,951,986,376,0,1362,0,1920,1,280,2007,96000,714
20,91,14145,7,7,1984,1208,1621,0,0,1621,0,1984,2,440,2006,202500,718
90,78,7020,7,5,1997,1288,1368,0,0,1368,0,1997,4,784,2006,215000,721
20,53,8128,6,7,1954,1062,1062,0,0,1062,0,1954,1,297,2009,131000,722
20,110,14226,8,5,2006,1935,1973,0,0,1973,1,2006,3,895,2007,395000,723
20,70,9100,7,5,2001,1212,1212,0,0,1212,0,2001,2,573,2009,178000,725
20,73,8990,7,5,2006,1498,1498,0,0,1498,0,2006,2,675,2006,204900,726
60,56,20431,9,5,2005,1848,1848,880,0,2728,2,2006,3,706,2006,437154,727
20,40,14330,5,6,1975,864,1558,0,0,1558,0,1975,2,440,2008,163000,730
20,80,12048,5,6,1952,0,1488,0,0,1488,1,2002,2,569,2006,135000,735
60,70,7703,6,6,1992,816,833,897,0,1730,0,1992,2,528,2009,171500,742
120,24,2280,7,6,1975,836,836,0,0,836,0,1975,1,308,2010,120000,743
20,60,9000,4,7,1971,864,864,0,0,864,0,1986,2,576,2009,130000,747
90,60,9000,5,5,1974,896,896,896,0,1792,0,1982,2,480,2008,133000,748
60,59,15810,6,5,2007,768,768,728,0,1496,0,2007,2,572,2007,181755,751
20,80,9250,5,7,1954,1056,1056,0,0,1056,0,1954,1,260,2007,139400,754
80,80,9600,6,6,1955,992,1661,0,0,1661,1,1955,1,377,2008,165500,755
50,78,15600,5,7,1949,1067,986,537,0,1523,1,1949,1,295,2009,158000,756
120,53,3922,7,5,2006,1258,1402,0,0,1402,1,2006,3,648,2007,194201,757
20,71,9178,8,5,2008,1468,1468,0,0,1468,1,2008,3,904,2009,239900,760
120,43,3013,7,5,2005,1362,1506,0,0,1506,1,2005,2,440,2006,213490,762
120,57,8013,8,5,1995,1587,1734,0,0,1734,0,1995,2,528,2009,239500,764
20,89,10680,5,3,1951,2136,2136,0,0,2136,0,1951,2,528,2006,137900,765
50,60,10440,6,7,1920,1510,1584,1208,0,2792,2,1920,2,520,2008,256000,766
160,24,2308,6,6,1976,804,804,744,0,1548,1,1976,2,440,2007,155000,773
90,78,10530,6,5,1977,975,1004,0,0,1004,0,1977,2,504,2006,135000,774
30,67,5142,4,7,1923,949,949,343,0,1292,0,1923,1,205,2008,108000,776
75,53,7128,7,5,1941,918,918,728,0,1646,2,1941,1,240,2007,164000,777
20,82,11202,8,5,2003,1432,1440,0,0,1440,1,2003,2,467,2008,232500,778
60,68,9272,7,5,1999,842,856,893,0,1749,0,1999,2,515,2006,196000,779
30,118,21299,7,5,1941,929,2039,0,0,2039,3,1941,3,791,2006,167000,783
60,110,14277,8,5,2003,1317,1217,1168,0,2385,1,2003,3,818,2007,350000,786
180,35,3675,6,5,2005,547,1072,0,0,1072,0,2005,2,525,2008,148000,789
50,50,8405,5,8,1900,861,961,406,0,1367,0,1978,1,384,2008,119000,791
30,50,6000,5,7,1921,616,616,0,0,616,0,1921,1,205,2006,89000,794
20,65,7832,5,5,1968,864,864,0,0,864,0,1969,1,280,2010,137250,798
50,152,12134,8,7,1988,559,1080,672,0,1752,0,1988,2,492,2010,164000,799
190,56,7745,4,6,1900,938,1084,867,0,1951,0,1993,2,576,2006,111500,801
20,78,10335,5,6,1968,1461,1721,0,0,1721,1,1968,2,440,2006,180000,804
20,94,10402,7,5,2009,1226,1226,0,0,1226,0,2009,3,740,2010,198900,805
160,21,1890,6,5,1973,672,672,546,0,1218,0,1973,1,264,2007,113000,806
80,82,9020,6,7,1966,1127,1165,0,0,1165,0,1966,2,490,2008,174900,808
20,89,12461,8,5,1994,1624,1624,0,0,1624,1,1994,3,757,2006,262000,809
70,50,6000,6,6,1939,600,608,624,0,1232,2,1939,1,217,2007,128000,810
60,64,8320,7,5,2004,770,770,812,0,1582,0,2004,2,520,2008,185900,811
20,81,11216,8,5,2006,1489,1489,0,0,1489,1,2006,2,776,2006,232600,812
50,50,6000,6,7,1937,825,825,672,0,1497,0,2004,1,672,2008,157000,814
50,51,6120,7,5,1931,952,1022,752,0,1774,2,1931,2,468,2008,129900,815
20,60,10044,5,6,1968,1196,1196,0,0,1196,0,1968,1,336,2010,144000,816
160,24,2645,8,5,1999,960,962,645,0,1607,0,2000,2,480,2008,200000,817
20,73,9803,7,5,2009,1214,1214,0,0,1214,0,2010,2,520,2010,179781,818
20,75,9986,8,5,2006,1795,1795,0,0,1795,1,2007,3,895,2007,147000,819
50,62,6488,5,5,1942,799,799,351,0,1150,2,1942,1,215,2006,128000,820
30,60,5400,5,6,1920,691,691,0,0,691,0,1920,1,216,2007,86000,823
70,79,11526,6,7,1922,588,1423,748,384,2555,1,1993,2,672,2008,191000,824
20,70,7560,5,5,1959,1040,1040,0,0,1040,0,1959,1,286,2006,133700,825
20,60,8250,5,7,1963,1053,1053,0,0,1053,0,1994,2,692,2007,142100,826
30,98,8731,5,5,1920,915,1167,0,0,1167,1,1972,2,495,2007,144000,828
20,70,8092,6,8,1954,1050,1050,0,0,1050,0,1954,1,286,2006,156000,830
50,70,10512,6,6,1954,988,988,638,0,1626,0,1954,1,332,2007,154000,831
20,65,8769,7,5,2005,1169,1190,0,0,1190,0,2005,2,578,2007,173500,832
160,34,2998,6,5,2000,756,756,756,0,1512,0,2000,2,440,2009,180000,833
20,86,11210,7,5,2005,1614,1614,0,0,1614,0,2005,3,865,2006,221500,834
50,80,9600,6,8,1950,856,1112,556,0,1668,0,1950,1,271,2009,140000,837
120,34,4058,7,5,1998,723,767,0,0,767,0,1998,1,367,2007,133000,838
20,105,15431,10,5,2005,1994,2046,0,0,2046,2,2005,3,878,2007,450000,841
30,80,11600,4,5,1922,700,1180,0,0,1180,1,1922,1,252,2006,137500,842
60,103,12867,8,5,2005,1209,1209,1044,0,2253,1,2005,2,575,2006,344133,847
60,75,12192,7,5,2000,928,928,895,0,1823,0,2000,2,626,2008,235000,849
20,108,12228,7,5,2006,1721,1740,0,0,1740,0,2006,3,874,2006,293000,850
60,85,11103,7,5,2006,728,728,728,0,1456,1,2006,2,440,2007,155835,861
20,83,10420,6,5,2009,1212,1212,0,0,1212,0,2009,2,460,2010,186000,862
50,50,6060,4,5,1939,732,772,351,0,1123,0,1979,1,264,2007,100000,863
20,134,17755,5,4,1959,1466,1466,0,0,1466,2,1959,2,528,2006,149900,864
20,76,9120,6,6,1958,1261,1261,0,0,1261,1,1958,2,433,2008,163000,866
60,98,12203,8,5,1998,1225,1276,1336,0,2612,1,1998,3,676,2009,336000,867
50,60,8400,6,5,1940,940,1192,403,0,1595,2,1940,1,240,2006,140000,869
30,54,7223,5,5,1926,1290,1422,0,0,1422,0,1973,1,352,2007,136500,870
20,60,7180,5,7,1972,864,864,0,0,864,0,1989,1,352,2008,127000,871
30,50,6000,6,6,1925,1103,1103,0,0,1103,1,1976,2,440,2006,110500,872
20,100,12919,9,5,2009,2330,2364,0,0,2364,2,2009,3,820,2010,611657,874
20,60,7800,5,5,1965,828,965,0,0,965,0,1979,1,300,2006,119900,875
20,80,9600,5,6,1960,1296,1496,0,0,1496,0,1960,2,450,2008,141500,876
60,114,8314,7,5,1997,569,854,840,0,1694,1,1997,1,434,2006,200000,877
20,84,10084,7,5,2005,1552,1552,0,0,1552,0,2005,3,782,2006,212900,879
120,68,7820,9,5,2007,1869,1869,0,0,1869,1,2007,2,617,2007,318061,880
20,59,10936,7,5,2006,1510,1525,0,0,1525,1,2006,2,534,2007,206580,881
80,85,13400,5,5,1966,1024,1086,0,0,1086,1,1966,2,484,2006,159950,882
80,61,9734,7,5,2004,384,744,630,0,1374,0,2004,2,400,2009,167000,889
30,60,10320,5,8,1912,451,759,0,0,759,0,1997,2,576,2008,85000,890
160,24,1950,6,6,1980,716,716,840,0,1556,1,1980,2,452,2008,151000,891
20,62,7500,7,5,2005,1257,1266,0,0,1266,1,2005,2,453,2006,176000,893
80,70,12886,5,6,1963,520,1464,0,0,1464,1,1997,2,480,2009,175000,894
20,100,10004,6,6,1964,1516,1516,0,0,1516,0,1964,2,472,2009,167000,897
20,107,11362,8,5,2004,1836,1836,0,0,1836,1,2004,3,862,2009,280000,898
50,45,8248,5,7,1918,686,686,564,0,1250,0,1955,1,280,2006,116000,903
80,75,6000,5,5,1967,624,1092,564,0,1656,1,1967,1,288,2008,126000,907
20,65,7441,7,5,2006,1461,1486,0,0,1486,0,2006,2,566,2007,181000,908
20,82,9840,5,7,1959,1248,1440,0,0,1440,0,1959,1,480,2008,185000,910
20,85,9187,9,5,2009,1766,1766,0,0,1766,1,2009,3,478,2009,370878,913
20,117,15262,8,5,2003,2200,2200,0,0,2200,1,2003,3,685,2009,382500,914
20,78,9317,6,5,2006,1314,1314,0,0,1314,1,2006,2,440,2007,176432,915
20,73,8987,8,5,2005,1595,1595,0,0,1595,1,2005,3,880,2010,221500,917
60,79,9085,7,5,1995,1070,1094,967,0,2061,1,1995,2,647,2009,260000,918
20,75,7388,5,6,1959,1063,1327,0,0,1327,0,1974,2,624,2007,150750,920
50,60,10818,4,4,1910,1077,981,779,0,1760,1,1935,2,648,2006,80000,921
50,60,8064,5,7,1949,672,672,252,0,924,1,2003,2,576,2007,122900,922
45,85,12172,5,7,1940,822,908,0,0,908,0,1975,2,512,2007,138500,924
20,84,10440,6,5,2005,1468,1468,0,0,1468,1,2005,2,528,2010,271500,925
60,43,14565,7,5,1994,832,832,825,0,1657,0,1994,2,483,2008,189000,926
60,90,11367,8,5,2002,1065,1091,898,0,1989,1,2002,2,586,2006,255000,929
20,88,7990,5,6,1975,924,924,0,0,924,0,1981,1,280,2008,110000,933
20,63,13072,6,5,2005,1141,1141,0,0,1141,0,2005,2,484,2006,142500,934
50,63,7628,4,6,1940,801,1095,561,0,1656,0,1958,2,440,2008,119164,936
60,80,10000,8,5,1995,1220,1220,870,0,2090,1,1995,2,556,2007,240000,937
20,70,9658,8,5,2006,1598,1606,0,0,1606,1,2006,3,871,2009,255900,939
40,62,10042,6,8,1920,660,740,125,0,865,1,1920,1,216,2007,108500,940
20,70,8414,6,8,1963,1059,1068,0,0,1068,0,1963,1,264,2006,154500,941
60,96,10542,7,5,1993,1311,1325,1093,0,2418,1,1993,3,983,2008,341000,944
60,102,12151,9,5,2005,1414,1414,917,0,2331,1,2005,3,1003,2008,379000,945
60,85,10560,7,5,1993,1079,1079,800,0,1879,1,1993,2,473,2009,239900,947
20,97,11800,5,5,1974,864,894,0,0,894,0,1974,2,440,2007,131000,948
20,49,15218,8,5,2006,1670,1670,0,0,1670,1,2006,3,928,2006,336820,950
20,79,10289,5,7,1965,1073,1073,0,0,1073,0,1965,2,515,2007,156000,951
50,55,7150,4,4,1955,1190,1040,500,0,1540,0,2002,1,352,2007,115000,957
40,40,5400,6,7,1926,1149,1149,467,0,1616,0,1926,1,216,2007,152000,958
120,53,4043,6,5,1977,1069,1069,0,0,1069,1,1977,2,440,2010,127500,959
70,50,8500,4,4,1920,649,649,668,0,1317,0,1920,1,250,2008,40000,961
20,67,8777,4,5,1949,0,1126,0,0,1126,0,2002,2,520,2009,108000,962
70,66,6858,6,4,1915,806,841,806,0,1647,0,1920,1,216,2010,128000,963
20,65,10237,6,5,2005,1316,1316,0,0,1316,1,2005,2,397,2006,169990,964
60,60,17433,8,5,1998,1629,1645,830,0,2475,1,1998,3,962,2010,355000,967
60,100,13162,9,5,2006,2036,2036,604,0,2640,1,2006,3,792,2006,405749,969
50,130,9600,5,7,1940,728,976,332,0,1308,2,1940,1,256,2009,160000,970
190,60,9873,4,5,1970,960,960,0,0,960,0,1970,2,576,2006,129000,971
20,43,3182,7,5,2007,1266,1266,0,0,1266,1,2007,2,388,2008,159895,972
60,59,9171,7,5,2004,848,848,750,0,1598,1,2004,2,433,2006,201490,975
20,75,9525,5,6,1995,1099,1099,0,0,1099,0,1999,1,352,2008,144000,976
50,54,7681,5,6,1921,731,820,523,0,1343,1,1921,1,186,2009,154900,977
20,110,14333,8,5,2007,2108,2122,0,0,2122,1,2007,3,938,2007,345474,981
60,86,11839,7,5,1990,1475,1532,797,0,2329,1,1990,2,514,2008,262280,984
60,59,16023,9,5,2005,1398,1414,1384,0,2798,1,2005,3,670,2006,457347,985
20,64,10475,8,5,2008,1694,1694,0,0,1694,0,2008,3,776,2010,245350,986
30,52,6240,4,5,1925,780,848,0,360,1208,0,1962,2,539,2009,103000,990
20,90,9900,5,5,1966,1209,1209,0,0,1209,0,1966,2,504,2010,159000,992
80,66,19255,6,5,1983,520,1338,0,0,1338,1,1983,2,576,2009,156500,993
20,62,7311,2,5,1946,407,407,0,0,407,0,1949,1,297,2008,46500,998
190,70,8425,5,6,1971,768,868,0,0,868,0,1989,2,576,2007,119900,1000
70,86,22420,6,6,1918,1370,1370,1254,0,2624,1,1918,3,864,2007,239000,1002
60,45,9468,6,5,1999,840,840,915,0,1755,1,1999,2,530,2006,214000,1005
20,182,14572,7,5,2004,1530,1530,0,0,1530,1,2004,3,630,2007,259000,1006
50,75,45600,6,8,1908,907,1307,1051,0,2358,1,1908,2,360,2008,240000,1007
20,87,11146,8,5,2006,1709,1717,0,0,1717,1,2006,3,908,2009,255500,1010
20,63,9750,5,5,1962,980,980,0,0,980,0,1969,2,400,2009,110000,1011
50,57,8094,4,5,1915,888,888,1074,0,1962,1,1915,2,572,2010,149500,1014
60,85,10574,8,5,2004,1148,1170,1162,0,2332,1,2004,3,756,2008,316000,1016
60,89,11645,7,5,2004,860,860,860,0,1720,0,2004,2,565,2006,196500,1018
70,53,9863,6,6,1927,728,914,728,0,1642,1,1927,1,374,2007,145000,1020
120,37,4435,6,5,2004,848,848,0,0,848,1,2004,2,420,2006,155900,1024
120,44,3843,8,5,2007,1596,1648,0,0,1648,1,2007,2,482,2009,230000,1026
20,55,8250,5,5,1968,952,1211,0,0,1211,1,1968,1,322,2008,134000,1028
50,80,12400,5,6,1940,901,1125,592,0,1717,1,1940,1,410,2006,194000,1031
60,61,10125,7,5,2004,846,846,748,0,1594,1,2004,2,434,2009,195500,1034
20,70,18044,8,5,1986,279,2726,0,0,2726,1,1986,2,691,2007,315000,1037
20,129,16770,8,5,2002,1712,1712,0,0,1712,1,2002,3,701,2009,286500,1038
20,70,8400,7,5,2004,1473,1484,0,0,1484,0,2004,2,606,2010,213000,1040
70,69,11737,6,7,1924,848,1017,810,0,1827,1,1943,1,240,2006,202500,1041
120,35,4274,7,5,2006,1241,1241,0,0,1241,0,2007,2,569,2007,199900,1043
120,50,7175,6,5,1990,1332,1332,0,0,1332,0,1990,2,542,2009,145000,1044
60,96,11690,8,5,1999,850,886,878,0,1764,1,1999,2,560,2008,207000,1045
20,80,9736,6,6,1957,1331,1721,0,0,1721,3,1957,2,464,2007,174850,1048
80,96,11275,7,7,1967,710,1898,1080,0,2978,1,1961,2,564,2010,242000,1050
60,121,16059,8,5,1991,1288,1301,1116,0,2417,1,1991,2,462,2006,260000,1053
60,108,14774,9,5,1999,1393,1422,1177,0,2599,1,1999,3,779,2010,333168,1055
50,50,5500,5,7,1929,926,926,0,390,1316,0,1974,2,484,2010,130000,1057
20,78,7800,5,8,1948,896,1112,896,0,2008,0,1948,1,230,2006,225000,1060
60,82,10672,8,5,2006,1054,1054,1335,0,2389,1,2006,3,672,2006,298236,1061
30,71,6900,5,6,1940,740,778,0,0,778,1,1966,1,924,2008,120500,1062
70,121,17671,8,9,1882,916,916,826,0,1742,1,1925,2,424,2009,168000,1064
20,75,7862,6,5,2009,1218,1218,0,0,1218,0,2009,2,676,2009,208300,1065
60,85,11003,10,5,2008,1017,1026,981,0,2007,1,2008,3,812,2009,310000,1066
20,76,9892,8,5,1994,1679,1803,0,0,1803,2,1994,2,482,2010,285000,1069
20,115,10500,5,5,1964,1292,1292,0,0,1292,2,1964,2,520,2009,145100,1073
20,67,8877,4,6,1938,816,816,0,0,816,1,1958,1,288,2009,100000,1074
20,68,9768,5,5,1955,960,960,0,0,960,0,1955,1,330,2009,122000,1076
60,70,11920,7,5,2004,831,831,828,0,1659,0,2004,2,484,2010,181000,1078
70,60,9600,4,4,1910,677,833,677,0,1510,0,1974,2,720,2009,87500,1079
60,57,21872,7,5,1996,729,729,717,0,1446,1,1996,2,406,2008,175000,1081
20,64,7314,7,5,2007,1232,1232,0,0,1232,0,2007,2,632,2009,194500,1082
80,120,19296,6,5,1962,1362,1382,0,0,1382,1,1991,2,884,2009,176000,1084
50,79,9492,5,5,1941,768,968,408,0,1376,1,1941,1,240,2007,105000,1085
20,100,21750,5,5,1954,988,988,0,0,988,0,1954,2,520,2008,113000,1087
30,60,10200,5,8,1940,672,672,0,0,672,0,1940,1,240,2008,108000,1090
20,80,9600,5,5,1967,1568,1568,0,0,1568,0,1967,2,440,2009,143000,1091
20,77,11422,8,5,2007,1838,1838,0,0,1838,2,2007,2,524,2009,272500,1093
60,96,13262,8,5,2003,1082,1105,1295,0,2400,1,2003,3,730,2009,290000,1096
160,21,1484,4,4,1972,546,546,546,0,1092,0,1972,1,253,2006,79400,1098
60,59,11796,7,5,2004,847,847,1112,0,1959,1,2004,2,434,2007,215000,1099
60,65,7153,6,5,1992,761,810,793,0,1603,0,1992,2,484,2006,175900,1101
20,60,7200,4,5,1950,576,864,0,0,864,0,1952,1,528,2006,105000,1102
20,85,9350,5,6,1961,1313,1313,0,0,1313,1,1961,2,610,2009,153000,1103
20,63,7875,7,5,1995,1237,1253,0,0,1253,1,1995,2,402,2007,176000,1104
20,75,9533,5,5,1953,0,1210,0,0,1210,0,1953,1,616,2009,102900,1107
160,21,1953,6,5,1973,483,483,504,0,987,0,1973,1,264,2006,83000,1109
50,50,6000,6,7,1948,780,780,636,0,1416,0,1948,1,312,2010,139900,1111
60,63,9084,7,5,1998,935,955,677,0,1632,1,1998,2,462,2006,176500,1113
20,60,10950,5,7,1952,864,1064,0,0,1064,0,1952,1,318,2010,135000,1114
20,68,9724,5,7,1947,938,1043,0,0,1043,1,1947,1,273,2006,137000,1115
20,70,8400,5,6,1957,1314,1314,0,0,1314,0,1957,1,294,2010,145000,1118
20,70,8749,7,5,2002,1459,1459,0,0,1459,1,2002,2,527,2007,192000,1119
20,67,8308,4,6,1963,1088,1088,0,0,1088,0,2002,2,520,2007,110000,1122
30,51,6120,6,5,1923,1124,1068,0,0,1068,1,1923,1,288,2010,109500,1127
20,60,11100,4,7,1946,0,930,0,0,930,0,1946,1,308,2010,84900,1129
20,110,14300,9,5,2003,2846,2696,0,0,2696,2,2003,3,958,2010,500000,1130
90,82,6270,5,6,1949,1001,1001,1001,0,2002,0,1949,3,871,2007,145000,1132
60,72,7200,6,7,1976,684,684,714,0,1398,1,1976,2,440,2008,160500,1133
20,74,8856,5,4,1957,1176,1176,0,0,1176,2,1957,1,292,2008,136500,1134
30,60,7392,5,7,1930,520,912,0,0,912,0,1934,1,360,2008,99500,1135
20,60,7200,5,5,1972,864,864,0,0,864,0,1977,2,576,2007,127000,1137
30,84,11340,6,5,1923,1200,1200,0,0,1200,0,1923,1,312,2006,125000,1138
90,60,8544,3,4,1950,0,1040,0,0,1040,0,1950,2,400,2006,81400,1139
50,52,6240,5,7,1936,528,548,492,0,1040,0,1979,2,624,2010,123900,1140
120,44,3842,8,5,2004,1594,1646,0,0,1646,1,2004,2,525,2006,300000,1142
20,70,8810,7,5,2003,1390,1390,0,0,1390,0,2003,2,545,2006,207000,1144
60,80,8000,6,6,1970,1008,1403,1008,0,2411,1,1970,2,570,2007,240050,1145
160,21,1890,6,6,1972,483,483,504,0,987,0,1975,1,352,2008,100500,1147
20,65,9750,5,5,1958,960,960,0,0,960,0,2002,2,624,2006,125000,1148
120,47,4230,7,5,2006,1352,1352,0,0,1352,1,2006,2,466,2007,208900,1149
20,61,7740,9,5,2006,1686,1686,0,0,1686,1,2006,3,899,2006,332200,1150
80,140,11080,6,6,1975,1128,1210,0,0,1210,0,1975,2,528,2006,148000,1152
20,78,7800,5,6,1954,1268,1268,0,0,1268,1,1954,1,244,2010,132000,1153
30,60,6911,5,5,1924,1145,1301,0,0,1301,0,1965,2,440,2009,100000,1154
60,79,10208,7,5,1996,1264,1277,1067,0,2344,1,1996,3,889,2009,265000,1159
20,67,13070,5,5,1951,631,1112,0,0,1112,0,1951,2,480,2009,126000,1161
120,36,4435,6,5,2003,848,848,0,0,848,0,2003,2,420,2007,131500,1164
60,72,8640,8,5,2007,896,896,896,0,1792,0,2007,2,590,2007,255000,1165
90,78,7060,7,5,1997,1344,1344,0,0,1344,0,1997,4,784,2008,206300,1166
20,60,7200,5,7,1950,876,988,0,0,988,0,1950,1,276,2007,119000,1167
20,75,14587,9,5,2008,1498,1506,0,0,1506,1,2008,2,592,2008,264132,1168
60,72,8640,7,5,2009,900,932,920,0,1852,1,2009,2,644,2009,252678,1169
20,70,10150,5,5,1958,912,912,0,0,912,0,1958,1,275,2007,114500,1170
20,91,10652,7,5,2006,1494,1494,0,0,1494,1,2006,3,840,2007,279500,1171
80,55,10780,5,5,1976,911,954,0,0,954,0,1976,2,576,2006,132500,1172
50,60,6000,6,6,1941,735,869,349,0,1218,1,2003,2,440,2007,131000,1174
20,70,8176,5,6,1958,1056,1056,0,0,1056,0,1958,1,308,2007,139000,1175
50,64,11067,2,4,1939,0,640,0,205,845,0,1950,1,256,2007,68104,1177
60,66,16226,8,5,1998,1028,1210,1242,0,2452,1,1998,2,683,2007,267000,1180
80,65,6285,6,6,1976,960,1044,0,0,1044,1,1976,2,528,2007,133500,1182
120,61,7577,6,5,2005,1362,1362,0,0,1362,1,2005,2,460,2007,194700,1186
120,40,3880,8,6,1978,1226,1226,0,0,1226,1,1978,2,484,2010,206000,1187
20,43,13568,5,5,1995,990,990,0,0,990,0,1996,2,576,2006,156000,1188
120,48,6240,8,5,2006,1342,1342,0,0,1342,1,2007,2,550,2008,219500,1191
20,150,215245,7,5,1965,2136,2036,0,0,2036,2,1965,2,513,2009,375000,1192
20,70,9135,7,5,2002,1536,1536,0,0,1536,0,2002,2,532,2008,214000,1193
60,97,10990,7,5,1996,1064,1064,1061,0,2125,2,1996,2,576,2008,279500,1194
20,65,9750,5,7,1994,990,990,0,0,990,0,1997,2,528,2008,155000,1195
70,35,4571,5,7,1910,616,616,616,0,1232,0,1920,2,480,2007,114000,1196
20,63,7584,5,5,1953,1036,1036,0,0,1036,0,1953,1,312,2008,112900,1198
60,80,10041,8,5,1992,908,927,988,0,1915,1,1992,2,506,2006,220000,1199
160,32,2880,7,5,2004,1376,1376,1629,0,3005,1,2004,3,704,2009,280750,1201
70,57,6876,6,5,1927,720,1146,784,0,1930,0,1927,1,316,2009,149000,1202
120,24,2280,7,7,1976,1055,1055,0,0,1055,0,1976,1,319,2006,137500,1203
20,60,7350,5,7,1951,952,952,0,0,952,0,1988,2,840,2008,139000,1205
20,70,12243,5,6,1971,1484,1484,0,0,1484,1,1971,2,487,2007,175000,1209
20,80,8000,7,5,2002,1492,1492,0,0,1492,1,2002,2,596,2010,230000,1211
